"comment","id","location","location2","sticker","conditiontext","haspartslist","wantpartslist","collid","baverage","average","avgweight","rank","numowned","objecttype","originalname","minplayers","maxplayers","playingtime","maxplaytime","minplaytime","yearpublished","bggrecplayers","bggbestplayers","bggrecagerange","bgglanguagedependence","publisherid","imageid","year","language","other","itemtype","barcode","pricepaid","pp_currency","currvalue","cv_currency","acquisitiondate","acquiredfrom","quantity","privatecomment","invlocation","invdate","version_publishers","version_languages","version_yearpublished","version_nickname"
"Noobs über Bord","379158","","","","","","","110836348","554.151","689.702","16.667","12888","213","thing","Noobs über Bord","3","5","15","15","15","2023","3,4,2005","3","","","","","","","","standalone","","","","","","","","","","","","KOSMOS","German","2023","German edition"
"Nova Luna","284435","","","","","","","110490439","689.396","728.228","18.667","583","12363","thing","Nova Luna","1","4","60","60","30","2019","1,2,3,4","2","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Nyctophobia","249505","","","","","","","110489810","566.631","606.194","1.75","6371","2688","thing","Nyctophobia","3","5","45","45","30","2018","3,4,2005","3,4,2005","5–18","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Oceans","232414","","","","","","","110491358","693.474","745.606","28.685","542","12329","thing","Oceans","2","4","90","90","60","2020","2,3,2004","3","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Old London Bridge","354273","","","","","","","110496797","582.353","715.955","18.421","4134","879","thing","Old London Bridge","2","4","45","45","45","2022","2,3,2004","4","8","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Queen Games","Dutch  English  French  German","2022","English/German edition"
"One Night Ultimate Werewolf","147949","","","","","","","110663589","688.304","705.604","13.741","602","51610","thing","One Night Ultimate Werewolf","3","10","10","10","10","2014","4,5,6,7,8,9,10","6,7,2008","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Onitama","160477","","","","","","","110492948","715.308","735.189","16.482","317","34298","thing","Onitama","2","2","20","20","15","2017","2","2","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Pegasus Spiele","German","2017","German edition"
"Orchard","5770","","","","","","","115988157","577.259","63.412","1.037","4653","2276","thing","Orchard","2","8","10","10","10","1986","2,3,2004","3,4","3–6","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Orléans","164928","","","","","","","110492220","787.372","806.191","30.283","32","38783","thing","Orléans","2","5","90","90","90","2014","2,3,2004","4","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Overbooked","230200","","","","","","","110495699","608.007","700.758","19.688","2511","2980","thing","Overbooked","1","4","40","40","20","2018","1,2,3,4","3","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Packet Row: New York, 1842","144492","","","","","","","112785202","565.392","609.734","19.762","6633","1004","thing","Packet Row","2","5","75","75","45","2013","2,3,4,5","4,5","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Pegasus Spiele","German","2013","German-only first edition"
"Paleo","300531","","","","","","","110494343","730.948","769.296","26.322","216","22851","thing","Paleo","1","4","60","60","45","2020","1,2,3,4","2,3","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Palm Island","239464","","","","","","","111375658","662.863","70.759","1.75","974","13552","thing","Palm Island","1","2","15","15","15","2019","1,2","1","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","KOSMOS","German","2019","German edition"
"Pandemic","30549","","","","","","","110491878","743.008","753.607","23.997","147","203112","thing","Pandemic","2","4","45","45","45","2008","1,2,3,4","4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Pandemic: Hot Zone – Europe","329670","","","","","","","110586915","592.382","711.358","19.565","3369","3249","thing","Pandemic: Hot Zone – Europe","2","4","30","30","30","2021","1,2,3,4","2","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Paris: La Cité de la Lumière","276498","","","","","","","110745618","671.403","729.336","20.312","833","10654","thing","Paris: La Cité de la Lumière","2","2","30","30","30","2019","2","2","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"PARKS","266524","","","","","","","110594471","743.952","766.996","2.122","144","44887","thing","PARKS","1","5","60","60","30","2019","1,2,3,4","3","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Patchwork: Americana Edition","163412","","","","","","","111197462","748.935","759.665","16.025","121","105007","thing","Patchwork","2","2","30","30","15","2020","2","2","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","999 Games","Dutch","2020","Dutch edition"
"Der Pate","74102","","","","","","","110595530","561.841","623.026","23.448","7675","675","thing","Der Pate","2","4","60","60","60","2010","2,3,2004","4","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Pendulum","312804","","","","","","","111375470","592.096","643.617","2.9","3386","5696","thing","Pendulum","1","5","90","90","60","2020","2,3,4,5","3","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","Feuerland Spiele  Stonemaier Games","German","2020","German edition"
"Das perfekte Wort","326112","","","","","","","110687314","561.019","720.822","16.667","7984","338","thing","Das perfekte Wort","1","6","15","15","15","2021","2,3,4,5,6","4","8+","","","","","","","standalone","","","","","","","","","","","","moses. Verlag GmbH","German","2021","German edition"
"Phase 10","1258","","","","","","","110497771","516.019","521.077","12.636","26404","25640","thing","Phase 10","2","6","45","45","45","1982","2,3,4,5,6","4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Photosynthese","218603","","","","","","","111435541","681.126","697.454","22.596","683","39274","thing","Photosynthesis","2","4","60","60","30","2018","2,3,2004","3","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Asmodee  Heidelberger Spieleverlag","German","2018","German edition"
"Pick-a-Pepper","368103","","","","","","","110497433","560.587","664.042","18.333","8162","385","thing","Pick-a-Pepper","2","4","30","30","30","2022","2,3,2004","4","10+","","","","","","","standalone","","","","","","","","","","","","","","",""
"Pickomino","15818","","","","","","","110492877","638.953","658.803","1.151","1463","19012","thing","Pickomino","2","7","20","20","20","2005","2,3,4,5","3,4","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Pictomania","98229","","","","","","","110497820","663.877","726.641","15.259","954","5441","thing","Pictomania","3","6","25","25","25","2011","3,4,5,6","5,6","8+","Unplayable in another language","","","","","","standalone","","","","","","","","","","","","","","",""
"Pictures","284108","","","","","","","110491712","651.751","722.742","10.149","1177","5086","thing","Pictures","3","5","30","30","20","2019","3,4,2005","5","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Piraten Fluxx","73538","","","","","","","112387930","583.559","619.386","14.094","4016","7201","thing","Pirate Fluxx","2","6","40","40","10","2014","2,3,4,5,6","4","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","Pegasus Spiele","German","2014","German edition"
"Piraten Kapern","117663","","","","","","","110497508","591.543","633.424","10.978","3425","4702","thing","Piraten Kapern","2","5","30","30","30","2012","2,3,4,5","3","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Pirates","342807","","","","","","","110496391","551.689","644.325","13.333","17860","121","thing","Pirates","3","5","45","45","30","2021","5","5","","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"PitchCar","150","","","","","","","110496133","697.694","726.684","11.252","486","11955","thing","PitchCar","2","8","30","30","30","1995","2,3,4,5,6,7,8","5,6","5+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Pixel Tactics","125548","","","","","","","112387909","63.033","683.872","26.187","1673","7391","thing","Pixel Tactics","2","2","30","30","30","2015","2","2","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","Pegasus Spiele","German","2015","German edition"
"Planet Unknown","258779","","","","","","","110491894","734.508","783.398","22.078","193","11656","thing","Planet Unknown","1","6","80","80","60","2022","1,2,3,4,5,6","4","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Pocket Battles: Orks vs. Elfen","66081","","","","","","","112387940","577.906","650.408","20.694","4590","2150","thing","Pocket Battles: Elves vs. Orcs","2","2","20","20","20","2011","2","2","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Pegasus Spiele","German","2011","German edition"
"Pocket Ops","216234","","","","","","","110655230","567.292","642.016","13.846","6221","1280","thing","Pocket Ops","2","2","20","20","20","2017","2","2","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Poetry for Neanderthals","312786","","","","","","","110491020","604.093","666.464","10.645","2672","6705","thing","Poetry for Neanderthals","2","12","15","15","15","2020","4,5,6,7,8,9,10,11,12","6,8","8+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Point Salad","274960","","","","","","","110491848","695.947","714.702","11.422","504","32830","thing","Point Salad","2","6","30","30","15","2019","2,3,4,5,6","3","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Port Royal","156009","","","","","","","110656709","69.124","71.194","16.117","561","26080","thing","Port Royal","2","5","50","50","20","2014","2,3,4,5","3,4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Power Plants","341974","","","","","","","110657332","599.449","718.908","24.651","2910","2312","thing","Power Plants","1","5","30","30","30","2022","1,2,3,4","3","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
